x,y,z,magnitude,label
-0.29686444871130124,0.09533339897073789,10.072112510516172,10.076937400935087,normal
-0.16760762058729073,-0.44379731563291136,9.741785795939702,9.753329629711816,normal
0.22578938702529738,-0.17219848231280177,9.979008498669849,9.983047820236521,normal
-0.16890541305996443,-0.45470136873820055,9.990431683866825,10.002200138134784,normal
0.13163404256342193,-0.4570094156244021,9.82164178248998,9.833149669901497,normal
0.11757485197855311,-0.15499913753763062,9.566876664489563,9.568854565307706,normal
0.2564126771504598,0.0006202895686087118,9.643334128270851,9.646742504868467,normal
0.3061335219107604,0.46806850905676156,9.599270269386952,9.615549675767078,normal
0.4918131303401372,0.22734961754697036,10.09759205089359,10.112118137662511,normal
-0.4438692168183618,0.36117232111650477,9.984096417273115,10.000482318197731,normal
-0.4709619716769008,-0.4196215988090589,9.54095466746831,9.561783485921346,normal
0.33276816583438684,-0.24863448745575156,9.685867218371298,9.694770628151288,normal
-0.21240104975061536,-0.15976915410237946,9.686243645026021,9.689889387363756,normal
-0.20004394058848307,0.3624139124303666,9.803034110518537,9.811770441366798,normal
0.22931936054401603,-0.27570905109459853,9.529868043314814,9.536613013694575,normal
-0.15420120094143874,0.30313672253578217,9.590276091968173,9.596304778564395,normal
-0.1760169465990319,0.4968996504962002,9.752148045812806,9.766385346462826,normal
0.025911885552310054,-0.10949496996576469,9.802827036729695,9.803472776842876,normal
0.022143276517401778,-0.22737731865252364,9.91764838383394,9.920279241790348,normal
-0.1498763573950771,-0.3572881401806909,9.539299751615747,9.547164892720563,normal
-0.462636419924204,0.19749296644490655,9.506652552636805,9.519951611504723,normal
0.4745586887658363,0.44466943288592353,9.879513826602988,9.900895429387479,normal
-0.10684111015289122,-0.08231417158989673,9.860968918038465,9.861891230802737,normal
0.06813545440882485,0.09468667269722086,10.01340464994611,10.014084116368124,normal
0.3409084904101164,-0.20018303851588493,9.539400922775545,9.547589319466672,normal
-0.45170025927167223,0.24429049387638146,9.957026761888311,9.970260423207836,normal
-0.3145817656574633,-0.21758566503429655,9.855123019444044,9.862543025877681,normal
-0.19017995185580472,-0.3382192810946526,9.741854338346183,9.749578793247757,normal
-0.4080465139323265,-0.1799113816155331,9.780909810929764,9.791070768425138,normal
-0.1318890139739124,-0.25968684675369924,9.868161618717629,9.872458949193744,normal
0.41127919694398163,-0.02514052055956384,9.510246982023666,9.519169096234354,normal
0.12409973576602495,-0.47872621701805607,9.809203087401581,9.821662015421134,normal
0.267914998051172,-0.1616050710174992,10.046141391255833,10.051012461352489,normal
0.45768847282408,-0.35052061951323044,9.57663514508925,9.59397123953468,normal
0.2730063223296769,0.0726505640982178,9.862539411980553,9.866584728737976,normal
-0.018583299502960005,0.06106576317153711,9.84689211720655,9.847099000942189,normal
0.2161239028673757,0.3052102849940378,9.647748319911784,9.6549940706257,normal
0.3895960155298721,-0.2523909340138427,9.578625524384277,9.589867213641442,normal
0.013508094946230065,0.4543258023216614,9.9297157783245,9.940113170461935,normal
0.26103083026772267,-0.2625350042631184,10.07469564903619,10.081495630288318,normal
0.1694796100695376,0.18505883518083888,9.935917558736053,9.939085865647163,normal
-0.1291575192447143,-0.013916010716191307,9.949646062427721,9.950494062493338,normal
0.08126927624486402,0.07960851827773052,10.084673312063105,10.08531496892792,normal
-0.1984322302414291,-0.3336497411218161,9.755843188051639,9.763563581480012,normal
0.11135297581416537,-0.317897019369352,9.782890271565378,9.788687351511188,normal
