mean_magnitude,max_magnitude,min_magnitude,std_magnitude,range_magnitude,label
9.814396347655762,10.223280463930305,9.423186191993128,0.22219416237860054,0.8000942719371764,normal
9.76144813112424,10.283015859093515,9.376977135183722,0.2728946464610885,0.9060387239097931,normal
9.779452133342009,10.222259328082185,9.179160231312878,0.24697703322911319,1.043099096769307,normal
9.744374954770244,10.340366230235876,9.385316674113808,0.2497968704653216,0.9550495561220682,normal
9.759503363501743,10.181256257446217,9.335938465106928,0.25858058859946037,0.8453177923392889,normal
9.665294157782201,10.279836621904987,9.0266311582264,0.2882222751567314,1.2532054636785883,normal
9.800423922443006,10.179890436571498,9.45095384961722,0.20302676679004011,0.7289365869542781,normal
9.788095380103506,10.301566324943373,9.354626865595092,0.22865005558418555,0.9469394593482807,normal
9.733535886283825,10.382196949562816,9.06712557346143,0.29897187883398063,1.3150713761013861,normal
9.818094106087532,10.582202879033456,9.300340865084472,0.2672053712146197,1.2818620139489845,normal
9.845583824446836,10.266978621442446,9.493755841603448,0.23084192596742695,0.7732227798389975,normal
9.794644482257661,10.213125980139884,9.193576376209617,0.22556248592704733,1.0195496039302672,normal
9.825487196880834,10.09706528312539,9.404378923770263,0.19062394156234475,0.6926863593551271,normal
9.881939491654496,10.118493175398443,9.541080851377496,0.1793250094562288,0.5774123240209477,normal
9.83198184044834,10.318204219937217,9.456177874985736,0.22743325188528335,0.8620263449514809,normal
9.782071929824955,10.424790614337835,9.399273805130424,0.29877141212095704,1.0255168092074118,normal
9.821524491215529,10.144906709896366,9.242262743837497,0.2352125809196381,0.9026439660588697,normal
9.725120286802504,10.095587584430875,9.176512500789258,0.28515947853835444,0.9190750836416175,normal
9.788282558383838,10.239650442839505,8.909653447654543,0.31716536773888077,1.3299969951849615,normal
9.866861102904824,10.428094387018282,9.45510757019133,0.24941241512947965,0.9729868168269515,normal
9.836881022990449,10.134850208875998,9.346126742970718,0.2203565062924542,0.7887234659052798,normal
9.865462398591195,10.191920690222672,9.354196592914333,0.2134314825126653,0.8377240973083389,normal
9.89648863194123,10.393264850336498,9.448652555845367,0.22727882324773452,0.9446122944911313,normal
9.877786184117513,10.344310560650056,9.490814832914964,0.25483364011436777,0.8534957277350923,normal
9.798822404124245,10.32344413683842,9.442739701625532,0.24837648883290922,0.8807044352128877,normal
10.63641814345064,12.363729792226671,8.893123421635096,0.9490297500591455,3.4706063705915753,rough
10.521570000096768,12.82221867437301,8.261141415650215,1.1300851023041165,4.561077258722795,rough
