x,y,z,magnitude,label,prediction
-0.2968644487113012,0.0953333989707378,10.072112510516172,10.076937400935089,normal,normal
-0.1676076205872907,-0.4437973156329113,9.741785795939702,9.753329629711816,normal,normal
0.2257893870252973,-0.1721984823128017,9.979008498669849,9.98304782023652,normal,normal
-0.1689054130599644,-0.4547013687382005,9.990431683866824,10.002200138134784,normal,normal
0.1316340425634219,-0.4570094156244021,9.82164178248998,9.833149669901497,normal,normal
0.1175748519785531,-0.1549991375376306,9.566876664489564,9.568854565307706,normal,normal
0.2564126771504598,0.0006202895686087,9.643334128270851,9.646742504868469,normal,normal
0.3061335219107604,0.4680685090567615,9.599270269386952,9.615549675767078,normal,normal
0.4918131303401372,0.2273496175469703,10.09759205089359,10.112118137662511,normal,normal
-0.4438692168183618,0.3611723211165047,9.984096417273117,10.000482318197731,normal,normal
-0.4709619716769008,-0.4196215988090589,9.54095466746831,9.561783485921346,normal,normal
0.3327681658343868,-0.2486344874557515,9.685867218371298,9.694770628151288,normal,normal
-0.2124010497506153,-0.1597691541023794,9.68624364502602,9.689889387363756,normal,normal
-0.200043940588483,0.3624139124303666,9.803034110518537,9.811770441366798,normal,normal
0.229319360544016,-0.2757090510945985,9.529868043314814,9.536613013694575,normal,normal
-0.1542012009414387,0.3031367225357821,9.590276091968173,9.596304778564395,normal,normal
-0.1760169465990319,0.4968996504962002,9.752148045812806,9.766385346462826,normal,normal
0.02591188555231,-0.1094949699657646,9.802827036729695,9.803472776842876,normal,normal
0.0221432765174017,-0.2273773186525236,9.91764838383394,9.920279241790348,normal,normal
-0.1498763573950771,-0.3572881401806909,9.539299751615747,9.547164892720565,normal,normal
-0.462636419924204,0.1974929664449065,9.506652552636805,9.519951611504723,normal,normal
0.4745586887658363,0.4446694328859235,9.879513826602988,9.90089542938748,normal,normal
-0.1068411101528912,-0.0823141715898967,9.860968918038465,9.861891230802737,normal,normal
0.0681354544088248,0.0946866726972208,10.01340464994611,10.014084116368124,normal,normal
0.3409084904101164,-0.2001830385158849,9.539400922775544,9.547589319466672,normal,normal
-0.4517002592716722,0.2442904938763814,9.957026761888311,9.970260423207836,normal,normal
-0.3145817656574633,-0.2175856650342965,9.855123019444044,9.86254302587768,normal,normal
-0.1901799518558047,-0.3382192810946526,9.741854338346185,9.749578793247755,normal,normal
-0.4080465139323265,-0.1799113816155331,9.780909810929764,9.791070768425138,normal,normal
-0.1318890139739124,-0.2596868467536992,9.868161618717629,9.872458949193744,normal,normal
0.4112791969439816,-0.0251405205595638,9.510246982023666,9.519169096234354,normal,normal
0.1240997357660249,-0.478726217018056,9.80920308740158,9.821662015421134,normal,normal
0.267914998051172,-0.1616050710174992,10.046141391255832,10.051012461352489,normal,normal
0.45768847282408,-0.3505206195132304,9.57663514508925,9.59397123953468,normal,normal
